subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates
1,ghz,42,43,"{'measure': 42, 'cx': 41, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,45,"{'measure': 42, 'cx': 41, 'rz': 2, 'sx': 1, 'barrier': 1}"
1,twolocalrandom,43,174,"{'cx': 2709, 'ry': 172, 'measure': 43, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1863,"{'cx': 7678, 'rz': 3353, 'sx': 2055, 'x': 232, 'measure': 43, 'barrier': 1}"
1,twolocalrandom,28,114,"{'cx': 1134, 'ry': 112, 'measure': 28, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,780,"{'rz': 2654, 'cx': 2588, 'sx': 1715, 'x': 157, 'measure': 28, 'barrier': 1}"
1,realamprandom,41,166,"{'cx': 2460, 'ry': 164, 'measure': 41, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1755,"{'cx': 7058, 'rz': 4297, 'sx': 2637, 'x': 320, 'measure': 41, 'barrier': 1}"
1,dj,8,10,"{'u2': 11, 'cx': 7, 'measure': 7, 'h': 4, 'barrier': 1}",-1,-1,{},16,25,"{'rz': 25, 'sx': 15, 'cx': 15, 'measure': 7, 'barrier': 1}",27,27,"{'rz': 28, 'sx': 17, 'cx': 13, 'measure': 7, 'x': 1, 'barrier': 1}",127,33,"{'rz': 30, 'cx': 17, 'sx': 16, 'measure': 7, 'x': 1, 'barrier': 1}"
1,ghz,45,46,"{'measure': 45, 'cx': 44, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,48,"{'measure': 45, 'cx': 44, 'rz': 2, 'sx': 1, 'barrier': 1}"
1,qnn,15,145,"{'cx': 434, 'p': 210, 'u2': 30, 'ry': 30, 'measure': 15, 'barrier': 1}",-1,-1,{},16,491,"{'cx': 887, 'rz': 617, 'sx': 277, 'x': 33, 'measure': 15, 'barrier': 1}",27,512,"{'cx': 865, 'rz': 690, 'sx': 330, 'x': 41, 'measure': 15, 'barrier': 1}",127,466,"{'cx': 887, 'rz': 623, 'sx': 273, 'x': 42, 'measure': 15, 'barrier': 1}"
1,ghz,16,17,"{'measure': 16, 'cx': 15, 'h': 1, 'barrier': 1}",-1,-1,{},16,36,"{'cx': 20, 'measure': 16, 'rz': 14, 'sx': 9, 'x': 1, 'barrier': 1}",27,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",127,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}"
1,ghz,43,44,"{'measure': 43, 'cx': 42, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,46,"{'measure': 43, 'cx': 42, 'rz': 2, 'sx': 1, 'barrier': 1}"
1,ghz,39,40,"{'measure': 39, 'cx': 38, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,42,"{'measure': 39, 'cx': 38, 'rz': 2, 'sx': 1, 'barrier': 1}"
1,qft,26,53,"{'cp': 325, 'h': 26, 'measure': 26, 'swap': 13, 'barrier': 1}",-1,-1,{},-1,-1,{},27,743,"{'cx': 1573, 'rz': 1256, 'sx': 370, 'x': 43, 'measure': 26, 'barrier': 1}",127,783,"{'cx': 1495, 'rz': 1318, 'sx': 474, 'x': 46, 'measure': 26, 'barrier': 1}"
1,qft,8,17,"{'cp': 28, 'h': 8, 'measure': 8, 'swap': 4, 'barrier': 1}",-1,-1,{},16,139,"{'cx': 136, 'rz': 88, 'sx': 16, 'measure': 8, 'x': 1, 'barrier': 1}",27,130,"{'cx': 123, 'rz': 122, 'sx': 48, 'measure': 8, 'x': 6, 'barrier': 1}",127,134,"{'cx': 126, 'rz': 110, 'sx': 36, 'measure': 8, 'x': 7, 'barrier': 1}"
1,dj,32,34,"{'h': 34, 'cx': 31, 'measure': 31, 'u2': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,136,"{'rz': 119, 'cx': 99, 'sx': 65, 'measure': 31, 'x': 10, 'barrier': 1}"
1,qnn,37,365,"{'cx': 2700, 'p': 1332, 'u2': 74, 'ry': 74, 'measure': 37, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1132,"{'cx': 5673, 'rz': 3814, 'sx': 1917, 'x': 68, 'measure': 37, 'barrier': 1}"
1,realamprandom,29,118,"{'cx': 1218, 'ry': 116, 'measure': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1172,"{'cx': 4026, 'rz': 1338, 'sx': 902, 'x': 74, 'measure': 29, 'barrier': 1}"
1,qftentangled,16,35,"{'cp': 120, 'h': 17, 'measure': 16, 'cx': 15, 'swap': 8, 'barrier': 1}",-1,-1,{},16,393,"{'cx': 597, 'rz': 491, 'sx': 179, 'x': 23, 'measure': 16, 'barrier': 1}",27,374,"{'cx': 594, 'rz': 501, 'sx': 165, 'measure': 16, 'x': 14, 'barrier': 1}",127,341,"{'cx': 642, 'rz': 458, 'sx': 101, 'measure': 16, 'x': 15, 'barrier': 1}"
1,qnn,22,215,"{'cx': 945, 'p': 462, 'u2': 44, 'ry': 44, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,744,"{'cx': 1847, 'rz': 1572, 'sx': 752, 'x': 110, 'measure': 22, 'barrier': 1}",127,706,"{'cx': 1987, 'rz': 1205, 'sx': 507, 'x': 76, 'measure': 22, 'barrier': 1}"
1,dj,29,31,"{'h': 30, 'cx': 28, 'measure': 28, 'u2': 27, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,119,"{'rz': 109, 'cx': 78, 'sx': 61, 'measure': 28, 'x': 5, 'barrier': 1}"
1,dj,4,6,"{'u2': 5, 'cx': 3, 'measure': 3, 'h': 2, 'barrier': 1}",7,9,"{'rz': 11, 'sx': 7, 'cx': 3, 'measure': 3, 'barrier': 1}",16,9,"{'rz': 11, 'sx': 7, 'cx': 3, 'measure': 3, 'barrier': 1}",27,9,"{'rz': 11, 'sx': 7, 'cx': 3, 'measure': 3, 'barrier': 1}",127,9,"{'rz': 11, 'sx': 7, 'cx': 3, 'measure': 3, 'barrier': 1}"
1,dj,15,17,"{'u2': 19, 'cx': 14, 'measure': 14, 'h': 10, 'barrier': 1}",-1,-1,{},16,56,"{'rz': 53, 'cx': 33, 'sx': 30, 'measure': 14, 'x': 1, 'barrier': 1}",27,50,"{'rz': 52, 'cx': 35, 'sx': 30, 'measure': 14, 'x': 1, 'barrier': 1}",127,55,"{'rz': 52, 'cx': 35, 'sx': 30, 'measure': 14, 'x': 1, 'barrier': 1}"
1,realamprandom,16,66,"{'cx': 360, 'ry': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,543,"{'cx': 1207, 'rz': 368, 'sx': 270, 'measure': 16, 'x': 7, 'barrier': 1}",27,505,"{'cx': 1099, 'rz': 428, 'sx': 314, 'x': 24, 'measure': 16, 'barrier': 1}",127,574,"{'cx': 1218, 'rz': 430, 'sx': 314, 'x': 17, 'measure': 16, 'barrier': 1}"
1,ae,21,120,"{'cp': 190, 'cx': 40, 'u': 21, 'measure': 21, 'u2': 20, 'u3': 20, 'h': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,738,"{'cx': 977, 'rz': 811, 'sx': 265, 'x': 26, 'measure': 21, 'barrier': 1}",127,664,"{'rz': 893, 'cx': 883, 'sx': 333, 'x': 31, 'measure': 21, 'barrier': 1}"
1,qnn,38,375,"{'cx': 2849, 'p': 1406, 'u2': 76, 'ry': 76, 'measure': 38, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1251,"{'cx': 5531, 'rz': 5189, 'sx': 2737, 'x': 217, 'measure': 38, 'barrier': 1}"
1,ae,37,216,"{'cp': 630, 'cx': 72, 'u': 37, 'measure': 37, 'u2': 36, 'u3': 36, 'h': 36, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1393,"{'cx': 2803, 'rz': 2700, 'sx': 1090, 'x': 56, 'measure': 37, 'barrier': 1}"
1,random,3,11,"{'u1': 3, 'measure': 3, 'u3': 2, 'u2': 2, 'cx': 2, 'ry': 2, 'rzz': 2, 'cu1': 1, 'cswap': 1, 'cu3': 1, 'barrier': 1}",7,58,"{'rz': 43, 'sx': 26, 'cx': 18, 'x': 3, 'measure': 3, 'barrier': 1}",16,57,"{'rz': 42, 'sx': 25, 'cx': 18, 'x': 4, 'measure': 3, 'barrier': 1}",27,57,"{'rz': 42, 'sx': 25, 'cx': 18, 'x': 4, 'measure': 3, 'barrier': 1}",127,57,"{'rz': 42, 'sx': 25, 'cx': 18, 'x': 3, 'measure': 3, 'barrier': 1}"
1,twolocalrandom,38,154,"{'cx': 2109, 'ry': 152, 'measure': 38, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1632,"{'cx': 6807, 'rz': 1902, 'sx': 1280, 'x': 88, 'measure': 38, 'barrier': 1}"
2,su2random,16,66,"{'cx': 360, 'u3': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,595,"{'cx': 1166, 'rz': 479, 'sx': 344, 'measure': 16, 'x': 9, 'barrier': 1}",27,616,"{'cx': 1167, 'rz': 424, 'sx': 321, 'measure': 16, 'x': 15, 'barrier': 1}",127,451,"{'cx': 1036, 'rz': 393, 'sx': 283, 'measure': 16, 'x': 12, 'barrier': 1}"
2,su2random,11,46,"{'cx': 165, 'u3': 44, 'measure': 11, 'barrier': 1}",-1,-1,{},16,394,"{'cx': 543, 'rz': 188, 'sx': 154, 'measure': 11, 'x': 2, 'barrier': 1}",27,248,"{'cx': 396, 'rz': 281, 'sx': 206, 'x': 14, 'measure': 11, 'barrier': 1}",127,268,"{'cx': 370, 'rz': 349, 'sx': 255, 'x': 12, 'measure': 11, 'barrier': 1}"
2,qpeexact,49,146,"{'cp': 1176, 'h': 96, 'measure': 48, 'swap': 24, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1933,"{'cx': 5742, 'rz': 4647, 'sx': 1940, 'x': 127, 'measure': 48, 'barrier': 1}"
2,dj,46,48,"{'u2': 47, 'cx': 45, 'measure': 45, 'h': 44, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,190,"{'rz': 174, 'cx': 147, 'sx': 95, 'measure': 45, 'x': 5, 'barrier': 1}"
2,dj,45,47,"{'u2': 45, 'h': 44, 'cx': 44, 'measure': 44, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,205,"{'cx': 206, 'rz': 172, 'sx': 92, 'measure': 44, 'x': 8, 'barrier': 1}"
2,qpeexact,46,137,"{'cp': 1035, 'h': 90, 'measure': 45, 'swap': 22, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1991,"{'cx': 5441, 'rz': 3610, 'sx': 1126, 'x': 151, 'measure': 45, 'barrier': 1}"
2,ghz,7,8,"{'measure': 7, 'cx': 6, 'h': 1, 'barrier': 1}",7,19,"{'cx': 10, 'rz': 7, 'measure': 7, 'sx': 5, 'barrier': 1}",16,10,"{'measure': 7, 'cx': 6, 'rz': 2, 'sx': 1, 'barrier': 1}",27,10,"{'measure': 7, 'cx': 6, 'rz': 2, 'sx': 1, 'barrier': 1}",127,10,"{'measure': 7, 'cx': 6, 'rz': 2, 'sx': 1, 'barrier': 1}"
2,ae,15,84,"{'cp': 91, 'cx': 28, 'u': 15, 'measure': 15, 'u2': 14, 'u3': 14, 'h': 14, 'barrier': 1}",-1,-1,{},16,421,"{'rz': 479, 'cx': 397, 'sx': 192, 'x': 18, 'measure': 15, 'barrier': 1}",27,478,"{'rz': 431, 'cx': 427, 'sx': 165, 'x': 17, 'measure': 15, 'barrier': 1}",127,454,"{'rz': 463, 'cx': 419, 'sx': 183, 'measure': 15, 'x': 13, 'barrier': 1}"
2,ae,42,246,"{'cp': 820, 'cx': 82, 'u': 42, 'measure': 42, 'u2': 41, 'u3': 41, 'h': 41, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1599,"{'cx': 3711, 'rz': 2963, 'sx': 953, 'x': 80, 'measure': 42, 'barrier': 1}"
2,qpeexact,35,104,"{'cp': 595, 'h': 68, 'measure': 34, 'swap': 17, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1192,"{'cx': 2855, 'rz': 2400, 'sx': 888, 'x': 63, 'measure': 34, 'barrier': 1}"
2,qft,46,93,"{'cp': 1035, 'h': 46, 'measure': 46, 'swap': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1361,"{'cx': 4286, 'rz': 3801, 'sx': 1546, 'x': 169, 'measure': 46, 'barrier': 1}"
2,qftentangled,14,31,"{'cp': 91, 'h': 15, 'measure': 14, 'cx': 13, 'swap': 7, 'barrier': 1}",-1,-1,{},16,317,"{'cx': 452, 'rz': 401, 'sx': 155, 'x': 22, 'measure': 14, 'barrier': 1}",27,351,"{'cx': 473, 'rz': 361, 'sx': 121, 'x': 23, 'measure': 14, 'barrier': 1}",127,332,"{'cx': 458, 'rz': 402, 'sx': 155, 'x': 21, 'measure': 14, 'barrier': 1}"
2,su2random,14,58,"{'cx': 273, 'u3': 56, 'measure': 14, 'barrier': 1}",-1,-1,{},16,431,"{'cx': 914, 'rz': 406, 'sx': 286, 'measure': 14, 'x': 2, 'barrier': 1}",27,526,"{'cx': 907, 'rz': 450, 'sx': 323, 'x': 27, 'measure': 14, 'barrier': 1}",127,340,"{'cx': 869, 'rz': 117, 'sx': 115, 'measure': 14, 'x': 1, 'barrier': 1}"
2,ae,10,54,"{'cp': 36, 'cx': 18, 'u': 10, 'measure': 10, 'u2': 9, 'u3': 9, 'h': 9, 'barrier': 1}",-1,-1,{},16,243,"{'rz': 204, 'cx': 153, 'sx': 95, 'measure': 10, 'x': 6, 'barrier': 1}",27,239,"{'rz': 205, 'cx': 151, 'sx': 90, 'measure': 10, 'x': 9, 'barrier': 1}",127,240,"{'rz': 211, 'cx': 151, 'sx': 90, 'measure': 10, 'x': 8, 'barrier': 1}"
2,realamprandom,49,198,"{'cx': 3528, 'ry': 196, 'measure': 49, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2298,"{'cx': 11603, 'rz': 3858, 'sx': 2545, 'x': 236, 'measure': 49, 'barrier': 1}"
2,ghz,35,36,"{'measure': 35, 'cx': 34, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,38,"{'measure': 35, 'cx': 34, 'rz': 2, 'sx': 1, 'barrier': 1}"
2,su2random,12,50,"{'cx': 198, 'u3': 48, 'measure': 12, 'barrier': 1}",-1,-1,{},16,406,"{'cx': 673, 'rz': 247, 'sx': 197, 'measure': 12, 'x': 2, 'barrier': 1}",27,366,"{'cx': 635, 'rz': 179, 'sx': 152, 'measure': 12, 'x': 5, 'barrier': 1}",127,295,"{'cx': 505, 'rz': 318, 'sx': 236, 'x': 15, 'measure': 12, 'barrier': 1}"
2,qftentangled,11,25,"{'cp': 55, 'h': 12, 'measure': 11, 'cx': 10, 'swap': 5, 'barrier': 1}",-1,-1,{},16,259,"{'cx': 290, 'rz': 204, 'sx': 60, 'measure': 11, 'x': 7, 'barrier': 1}",27,272,"{'cx': 275, 'rz': 242, 'sx': 92, 'x': 16, 'measure': 11, 'barrier': 1}",127,235,"{'cx': 271, 'rz': 240, 'sx': 84, 'x': 14, 'measure': 11, 'barrier': 1}"
2,ae,44,258,"{'cp': 903, 'cx': 86, 'u': 44, 'measure': 44, 'u2': 43, 'u3': 43, 'h': 43, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1607,"{'rz': 3712, 'cx': 3702, 'sx': 1521, 'x': 120, 'measure': 44, 'barrier': 1}"
2,qftentangled,48,99,"{'cp': 1128, 'h': 49, 'measure': 48, 'cx': 47, 'swap': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1009,"{'cx': 4841, 'rz': 3405, 'sx': 821, 'x': 53, 'measure': 48, 'barrier': 1}"
2,realamprandom,32,130,"{'cx': 1488, 'ry': 128, 'measure': 32, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1169,"{'cx': 4307, 'rz': 2020, 'sx': 1272, 'x': 115, 'measure': 32, 'barrier': 1}"
2,ghz,27,28,"{'measure': 27, 'cx': 26, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,83,"{'cx': 57, 'measure': 27, 'rz': 24, 'sx': 17, 'barrier': 1}",127,30,"{'measure': 27, 'cx': 26, 'rz': 2, 'sx': 1, 'barrier': 1}"
2,su2random,8,34,"{'cx': 84, 'u3': 32, 'measure': 8, 'barrier': 1}",-1,-1,{},16,207,"{'cx': 229, 'rz': 112, 'sx': 100, 'measure': 8, 'x': 1, 'barrier': 1}",27,223,"{'cx': 219, 'rz': 102, 'sx': 90, 'measure': 8, 'x': 1, 'barrier': 1}",127,236,"{'cx': 230, 'rz': 142, 'sx': 112, 'measure': 8, 'x': 6, 'barrier': 1}"
2,su2random,49,198,"{'cx': 3528, 'u3': 196, 'measure': 49, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2125,"{'cx': 11000, 'rz': 4005, 'sx': 2559, 'x': 232, 'measure': 49, 'barrier': 1}"
2,twolocalrandom,14,58,"{'cx': 273, 'ry': 56, 'measure': 14, 'barrier': 1}",-1,-1,{},16,298,"{'cx': 686, 'rz': 294, 'sx': 219, 'measure': 14, 'x': 3, 'barrier': 1}",27,473,"{'cx': 896, 'rz': 293, 'sx': 221, 'measure': 14, 'x': 10, 'barrier': 1}",127,376,"{'cx': 780, 'rz': 350, 'sx': 258, 'x': 23, 'measure': 14, 'barrier': 1}"
2,random,30,312,"{'cx': 542, 'u2': 282, 'cu1': 175, 'u1': 162, 'h': 151, 'u3': 102, 'ry': 98, 'rx': 49, 'ccx': 45, 'cu3': 38, 'rzz': 33, 's': 32, 'measure': 30, 'crz': 29, 'cy': 26, 'tdg': 26, 'ch': 24, 't': 23, 'sx': 22, 'rz': 20, 'swap': 18, 'crx': 17, 'cry': 16, 'x': 16, 'cp': 15, 'cz': 15, 'cswap': 14, 'rxx': 13, 'p': 12, 'sxdg': 9, 'z': 8, 'y': 7, 'u': 6, 'sdg': 5, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2956,"{'cx': 7577, 'rz': 3792, 'sx': 1841, 'x': 192, 'measure': 30, 'barrier': 1}"
2,dj,50,52,"{'h': 52, 'cx': 49, 'measure': 49, 'u2': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,210,"{'rz': 205, 'cx': 138, 'sx': 111, 'measure': 49, 'x': 15, 'barrier': 1}"
2,qpeexact,19,56,"{'cp': 171, 'h': 36, 'measure': 18, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,692,"{'cx': 1007, 'rz': 631, 'sx': 141, 'x': 23, 'measure': 18, 'barrier': 1}",127,609,"{'cx': 946, 'rz': 651, 'sx': 163, 'x': 21, 'measure': 18, 'barrier': 1}"
2,qpeexact,6,15,"{'cp': 14, 'h': 10, 'measure': 5, 'swap': 2, 'x': 1, 'barrier': 1}",7,85,"{'rz': 64, 'cx': 57, 'sx': 22, 'measure': 5, 'x': 3, 'barrier': 1}",16,78,"{'rz': 57, 'cx': 47, 'sx': 18, 'measure': 5, 'x': 2, 'barrier': 1}",27,77,"{'rz': 56, 'cx': 47, 'sx': 17, 'measure': 5, 'x': 3, 'barrier': 1}",127,77,"{'rz': 57, 'cx': 47, 'sx': 18, 'measure': 5, 'x': 2, 'barrier': 1}"
2,ae,8,42,"{'cp': 21, 'cx': 14, 'u': 8, 'measure': 8, 'u2': 7, 'u3': 7, 'h': 7, 'barrier': 1}",-1,-1,{},16,168,"{'rz': 141, 'cx': 91, 'sx': 70, 'measure': 8, 'x': 5, 'barrier': 1}",27,178,"{'rz': 134, 'cx': 97, 'sx': 67, 'measure': 8, 'x': 3, 'barrier': 1}",127,169,"{'rz': 127, 'cx': 98, 'sx': 59, 'measure': 8, 'x': 5, 'barrier': 1}"
2,random,45,532,"{'cx': 1307, 'u2': 650, 'cu1': 460, 'u1': 382, 'h': 308, 'ry': 236, 'u3': 218, 'rx': 123, 'ccx': 103, 'rzz': 90, 'cu3': 74, 'rz': 71, 's': 66, 'tdg': 65, 't': 63, 'cry': 54, 'crz': 51, 'cy': 46, 'measure': 45, 'cz': 42, 'ch': 41, 'cswap': 40, 'swap': 40, 'rxx': 40, 'crx': 39, 'p': 37, 'cp': 34, 'x': 29, 'sx': 26, 'sdg': 24, 'y': 22, 'sxdg': 16, 'u': 15, 'z': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,7488,"{'cx': 23439, 'rz': 9042, 'sx': 4277, 'x': 363, 'measure': 45, 'barrier': 1}"
2,qftentangled,18,39,"{'cp': 153, 'h': 19, 'measure': 18, 'cx': 17, 'swap': 9, 'barrier': 1}",-1,-1,{},-1,-1,{},27,386,"{'cx': 848, 'rz': 488, 'sx': 43, 'measure': 18, 'x': 3, 'barrier': 1}",127,418,"{'cx': 795, 'rz': 627, 'sx': 191, 'x': 29, 'measure': 18, 'barrier': 1}"
2,qft,41,83,"{'cp': 820, 'h': 41, 'measure': 41, 'swap': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,986,"{'cx': 3808, 'rz': 3084, 'sx': 997, 'x': 74, 'measure': 41, 'barrier': 1}"
2,qft,38,77,"{'cp': 703, 'h': 38, 'measure': 38, 'swap': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1071,"{'cx': 3244, 'rz': 2166, 'sx': 570, 'x': 84, 'measure': 38, 'barrier': 1}"
2,random,20,211,"{'cx': 235, 'u2': 109, 'cu1': 96, 'u1': 72, 'h': 64, 'u3': 49, 'ry': 33, 'cu3': 22, 's': 20, 'measure': 20, 'rx': 15, 'ccx': 15, 'tdg': 15, 't': 14, 'sx': 13, 'rz': 12, 'cp': 12, 'cry': 11, 'cy': 11, 'p': 10, 'rzz': 10, 'x': 9, 'crz': 9, 'ch': 9, 'cz': 8, 'swap': 8, 'rxx': 8, 'crx': 7, 'cswap': 7, 'y': 4, 'z': 3, 'sdg': 2, 'sxdg': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1446,"{'cx': 2795, 'rz': 1676, 'sx': 778, 'x': 77, 'measure': 20, 'barrier': 1}",127,1494,"{'cx': 2736, 'rz': 1657, 'sx': 766, 'x': 75, 'measure': 20, 'barrier': 1}"
2,qnn,47,465,"{'cx': 4370, 'p': 2162, 'u2': 94, 'ry': 94, 'measure': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1624,"{'rz': 9662, 'cx': 7843, 'sx': 5678, 'x': 222, 'measure': 47, 'barrier': 1}"
3,twolocalrandom,29,118,"{'cx': 1218, 'ry': 116, 'measure': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,857,"{'cx': 3367, 'rz': 1570, 'sx': 1020, 'x': 74, 'measure': 29, 'barrier': 1}"
3,qft,39,79,"{'cp': 741, 'h': 39, 'measure': 39, 'swap': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1191,"{'cx': 3270, 'rz': 2506, 'sx': 819, 'x': 110, 'measure': 39, 'barrier': 1}"
