subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates
0,ghz,20,21,"{'measure': 20, 'cx': 19, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,23,"{'measure': 20, 'cx': 19, 'rz': 2, 'sx': 1, 'barrier': 1}",127,23,"{'measure': 20, 'cx': 19, 'rz': 2, 'sx': 1, 'barrier': 1}"
0,qnn,38,375,"{'cx': 2849, 'p': 1406, 'u2': 76, 'ry': 76, 'measure': 38, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1251,"{'cx': 5531, 'rz': 5189, 'sx': 2737, 'x': 217, 'measure': 38, 'barrier': 1}"
0,twolocalrandom,16,66,"{'cx': 360, 'ry': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,540,"{'cx': 1174, 'rz': 376, 'sx': 274, 'measure': 16, 'x': 11, 'barrier': 1}",27,748,"{'cx': 1299, 'rz': 522, 'sx': 375, 'x': 30, 'measure': 16, 'barrier': 1}",127,324,"{'cx': 996, 'sx': 128, 'rz': 128, 'measure': 16, 'barrier': 1}"
0,su2random,9,38,"{'cx': 108, 'u3': 36, 'measure': 9, 'barrier': 1}",-1,-1,{},16,229,"{'cx': 279, 'rz': 177, 'sx': 139, 'measure': 9, 'x': 3, 'barrier': 1}",27,261,"{'cx': 310, 'rz': 168, 'sx': 134, 'measure': 9, 'x': 5, 'barrier': 1}",127,217,"{'cx': 292, 'rz': 142, 'sx': 120, 'measure': 9, 'x': 1, 'barrier': 1}"
0,qnn,47,465,"{'cx': 4370, 'p': 2162, 'u2': 94, 'ry': 94, 'measure': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1624,"{'rz': 9662, 'cx': 7843, 'sx': 5678, 'x': 222, 'measure': 47, 'barrier': 1}"
0,qftentangled,50,103,"{'cp': 1225, 'h': 51, 'measure': 50, 'cx': 49, 'swap': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1551,"{'cx': 5145, 'rz': 5095, 'sx': 2239, 'x': 167, 'measure': 50, 'barrier': 1}"
0,twolocalrandom,10,42,"{'cx': 135, 'ry': 40, 'measure': 10, 'barrier': 1}",-1,-1,{},16,322,"{'cx': 406, 'rz': 203, 'sx': 157, 'measure': 10, 'x': 7, 'barrier': 1}",27,263,"{'cx': 365, 'rz': 180, 'sx': 140, 'measure': 10, 'x': 4, 'barrier': 1}",127,275,"{'cx': 370, 'rz': 185, 'sx': 144, 'x': 12, 'measure': 10, 'barrier': 1}"
0,su2random,28,114,"{'cx': 1134, 'u3': 112, 'measure': 28, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,687,"{'cx': 2450, 'rz': 1671, 'sx': 1184, 'x': 68, 'measure': 28, 'barrier': 1}"
0,random,35,386,"{'cx': 747, 'u2': 332, 'cu1': 325, 'h': 219, 'u1': 182, 'u3': 149, 'ry': 93, 'rx': 66, 'ccx': 58, 'cu3': 58, 'rzz': 46, 's': 45, 'crz': 43, 'swap': 40, 't': 37, 'tdg': 35, 'measure': 35, 'rz': 34, 'cry': 30, 'cp': 28, 'ch': 27, 'cswap': 26, 'p': 25, 'sx': 25, 'x': 23, 'crx': 22, 'cz': 19, 'rxx': 16, 'cy': 15, 'z': 12, 'sdg': 11, 'y': 9, 'sxdg': 7, 'u': 7, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,4664,"{'cx': 12143, 'rz': 5367, 'sx': 2438, 'x': 251, 'measure': 35, 'barrier': 1}"
0,ghz,34,35,"{'measure': 34, 'cx': 33, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,37,"{'measure': 34, 'cx': 33, 'rz': 2, 'sx': 1, 'barrier': 1}"
0,qftentangled,16,35,"{'cp': 120, 'h': 17, 'measure': 16, 'cx': 15, 'swap': 8, 'barrier': 1}",-1,-1,{},16,393,"{'cx': 597, 'rz': 491, 'sx': 179, 'x': 23, 'measure': 16, 'barrier': 1}",27,374,"{'cx': 594, 'rz': 501, 'sx': 165, 'measure': 16, 'x': 14, 'barrier': 1}",127,341,"{'cx': 642, 'rz': 458, 'sx': 101, 'measure': 16, 'x': 15, 'barrier': 1}"
0,ae,36,210,"{'cp': 595, 'cx': 70, 'u': 36, 'measure': 36, 'u2': 35, 'u3': 35, 'h': 35, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1368,"{'rz': 2691, 'cx': 2467, 'sx': 1143, 'x': 72, 'measure': 36, 'barrier': 1}"
0,qnn,25,245,"{'cx': 1224, 'p': 600, 'u2': 50, 'ry': 50, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,904,"{'cx': 2583, 'rz': 1667, 'sx': 704, 'x': 120, 'measure': 25, 'barrier': 1}",127,871,"{'cx': 2316, 'rz': 2173, 'sx': 1102, 'x': 102, 'measure': 25, 'barrier': 1}"
0,qft,21,43,"{'cp': 210, 'h': 21, 'measure': 21, 'swap': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},27,581,"{'rz': 1087, 'cx': 900, 'sx': 543, 'x': 33, 'measure': 21, 'barrier': 1}",127,478,"{'cx': 984, 'rz': 832, 'sx': 289, 'x': 39, 'measure': 21, 'barrier': 1}"
0,ghz,43,44,"{'measure': 43, 'cx': 42, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,46,"{'measure': 43, 'cx': 42, 'rz': 2, 'sx': 1, 'barrier': 1}"
0,ae,25,144,"{'cp': 276, 'cx': 48, 'u': 25, 'measure': 25, 'u2': 24, 'u3': 24, 'h': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},27,836,"{'cx': 1328, 'rz': 1137, 'sx': 359, 'x': 34, 'measure': 25, 'barrier': 1}",127,835,"{'cx': 1333, 'rz': 1190, 'sx': 395, 'measure': 25, 'x': 23, 'barrier': 1}"
0,realamprandom,10,42,"{'cx': 135, 'ry': 40, 'measure': 10, 'barrier': 1}",-1,-1,{},16,325,"{'cx': 404, 'rz': 206, 'sx': 159, 'measure': 10, 'x': 7, 'barrier': 1}",27,322,"{'cx': 396, 'rz': 174, 'sx': 141, 'measure': 10, 'x': 4, 'barrier': 1}",127,312,"{'cx': 391, 'rz': 191, 'sx': 151, 'measure': 10, 'x': 9, 'barrier': 1}"
0,su2random,13,54,"{'cx': 234, 'u3': 52, 'measure': 13, 'barrier': 1}",-1,-1,{},16,504,"{'cx': 881, 'rz': 381, 'sx': 288, 'measure': 13, 'x': 4, 'barrier': 1}",27,440,"{'cx': 702, 'rz': 328, 'sx': 236, 'x': 16, 'measure': 13, 'barrier': 1}",127,379,"{'cx': 681, 'rz': 339, 'sx': 260, 'x': 13, 'measure': 13, 'barrier': 1}"
0,qpeinexact,38,113,"{'cp': 703, 'h': 74, 'measure': 37, 'swap': 18, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1614,"{'cx': 3709, 'rz': 2521, 'sx': 752, 'x': 105, 'measure': 37, 'barrier': 1}"
0,dj,32,34,"{'h': 34, 'cx': 31, 'measure': 31, 'u2': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,136,"{'rz': 119, 'cx': 99, 'sx': 65, 'measure': 31, 'x': 10, 'barrier': 1}"
0,random,34,368,"{'cx': 723, 'u2': 379, 'cu1': 234, 'u1': 209, 'h': 182, 'u3': 131, 'ry': 120, 'rx': 57, 'ccx': 56, 'rzz': 49, 'cu3': 47, 's': 39, 'rz': 38, 'swap': 37, 'measure': 34, 'crz': 30, 'cry': 27, 't': 27, 'cswap': 27, 'tdg': 26, 'cp': 24, 'crx': 24, 'ch': 23, 'cz': 22, 'cy': 21, 'x': 19, 'sx': 18, 'p': 18, 'rxx': 17, 'sxdg': 15, 'y': 14, 'u': 12, 'z': 9, 'sdg': 6, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,4245,"{'cx': 11045, 'rz': 5013, 'sx': 2400, 'x': 205, 'measure': 34, 'barrier': 1}"
0,twolocalrandom,40,162,"{'cx': 2340, 'ry': 160, 'measure': 40, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1416,"{'cx': 6702, 'rz': 2648, 'sx': 1615, 'x': 220, 'measure': 40, 'barrier': 1}"
0,random,21,220,"{'cx': 254, 'u2': 128, 'cu1': 95, 'u1': 67, 'h': 57, 'u3': 55, 'ry': 46, 'rx': 24, 'measure': 21, 'cry': 16, 't': 16, 'cu3': 16, 's': 15, 'rz': 15, 'cswap': 15, 'rzz': 14, 'ccx': 14, 'crx': 13, 'swap': 13, 'sx': 12, 'tdg': 12, 'p': 11, 'crz': 10, 'x': 10, 'cp': 10, 'cy': 9, 'ch': 8, 'sdg': 6, 'rxx': 6, 'cz': 5, 'z': 3, 'u': 2, 'sxdg': 2, 'y': 2, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1689,"{'cx': 3031, 'rz': 1925, 'sx': 951, 'x': 87, 'measure': 21, 'barrier': 1}",127,1744,"{'cx': 3048, 'rz': 1860, 'sx': 904, 'x': 88, 'measure': 21, 'barrier': 1}"
0,su2random,22,90,"{'cx': 693, 'u3': 88, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,614,"{'cx': 1598, 'rz': 1541, 'sx': 1047, 'x': 80, 'measure': 22, 'barrier': 1}",127,543,"{'cx': 2141, 'rz': 182, 'sx': 179, 'measure': 22, 'x': 1, 'barrier': 1}"
0,qftentangled,11,25,"{'cp': 55, 'h': 12, 'measure': 11, 'cx': 10, 'swap': 5, 'barrier': 1}",-1,-1,{},16,259,"{'cx': 290, 'rz': 204, 'sx': 60, 'measure': 11, 'x': 7, 'barrier': 1}",27,272,"{'cx': 275, 'rz': 242, 'sx': 92, 'x': 16, 'measure': 11, 'barrier': 1}",127,235,"{'cx': 271, 'rz': 240, 'sx': 84, 'x': 14, 'measure': 11, 'barrier': 1}"
0,ghz,44,45,"{'measure': 44, 'cx': 43, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,47,"{'measure': 44, 'cx': 43, 'rz': 2, 'sx': 1, 'barrier': 1}"
0,ae,24,138,"{'cp': 253, 'cx': 46, 'u': 24, 'measure': 24, 'u2': 23, 'u3': 23, 'h': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},27,784,"{'cx': 1200, 'rz': 1092, 'sx': 365, 'x': 35, 'measure': 24, 'barrier': 1}",127,872,"{'cx': 1205, 'rz': 1032, 'sx': 338, 'x': 36, 'measure': 24, 'barrier': 1}"
0,qpeexact,5,14,"{'cp': 10, 'h': 8, 'measure': 4, 'swap': 2, 'x': 1, 'barrier': 1}",7,69,"{'rz': 39, 'cx': 38, 'sx': 11, 'measure': 4, 'x': 1, 'barrier': 1}",16,65,"{'rz': 42, 'cx': 36, 'sx': 14, 'measure': 4, 'x': 2, 'barrier': 1}",27,62,"{'rz': 40, 'cx': 38, 'sx': 11, 'measure': 4, 'x': 2, 'barrier': 1}",127,63,"{'rz': 40, 'cx': 36, 'sx': 15, 'measure': 4, 'x': 2, 'barrier': 1}"
0,twolocalrandom,23,94,"{'cx': 759, 'ry': 92, 'measure': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},27,696,"{'cx': 2339, 'rz': 644, 'sx': 451, 'x': 31, 'measure': 23, 'barrier': 1}",127,871,"{'cx': 2584, 'rz': 594, 'sx': 454, 'x': 31, 'measure': 23, 'barrier': 1}"
0,ae,46,270,"{'cp': 990, 'cx': 90, 'u': 46, 'measure': 46, 'u2': 45, 'u3': 45, 'h': 45, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1497,"{'cx': 4587, 'rz': 3240, 'sx': 1009, 'x': 92, 'measure': 46, 'barrier': 1}"
0,qftentangled,47,97,"{'cp': 1081, 'h': 48, 'measure': 47, 'cx': 46, 'swap': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1483,"{'cx': 4735, 'rz': 4434, 'sx': 1805, 'x': 108, 'measure': 47, 'barrier': 1}"
0,realamprandom,15,62,"{'cx': 315, 'ry': 60, 'measure': 15, 'barrier': 1}",-1,-1,{},16,427,"{'cx': 902, 'rz': 318, 'sx': 235, 'measure': 15, 'x': 10, 'barrier': 1}",27,482,"{'cx': 965, 'rz': 397, 'sx': 292, 'x': 24, 'measure': 15, 'barrier': 1}",127,371,"{'cx': 982, 'rz': 188, 'sx': 165, 'measure': 15, 'x': 3, 'barrier': 1}"
0,qft,2,5,"{'h': 2, 'measure': 2, 'cp': 1, 'swap': 1, 'barrier': 1}",7,13,"{'rz': 10, 'sx': 5, 'cx': 3, 'measure': 2, 'x': 1, 'barrier': 1}",16,12,"{'rz': 8, 'sx': 5, 'cx': 3, 'measure': 2, 'barrier': 1}",27,13,"{'rz': 10, 'sx': 5, 'cx': 3, 'measure': 2, 'x': 1, 'barrier': 1}",127,12,"{'rz': 8, 'sx': 5, 'cx': 3, 'measure': 2, 'barrier': 1}"
0,qpeexact,9,24,"{'cp': 35, 'h': 16, 'measure': 8, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,185,"{'cx': 167, 'rz': 137, 'sx': 36, 'measure': 8, 'x': 5, 'barrier': 1}",27,207,"{'rz': 157, 'cx': 157, 'sx': 54, 'x': 11, 'measure': 8, 'barrier': 1}",127,204,"{'rz': 157, 'cx': 157, 'sx': 53, 'x': 9, 'measure': 8, 'barrier': 1}"
0,ghz,39,40,"{'measure': 39, 'cx': 38, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,42,"{'measure': 39, 'cx': 38, 'rz': 2, 'sx': 1, 'barrier': 1}"
0,random,47,579,"{'cx': 1426, 'u2': 754, 'cu1': 482, 'u1': 392, 'h': 319, 'ry': 261, 'u3': 238, 'rx': 153, 'ccx': 109, 'rzz': 95, 't': 85, 'cu3': 83, 'tdg': 74, 'rz': 66, 's': 62, 'crz': 54, 'swap': 49, 'cswap': 49, 'cy': 47, 'measure': 47, 'cry': 46, 'crx': 45, 'sx': 44, 'cz': 44, 'cp': 44, 'rxx': 44, 'x': 42, 'ch': 41, 'p': 29, 'sdg': 20, 'z': 18, 'u': 16, 'y': 16, 'sxdg': 15, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,7717,"{'cx': 26079, 'rz': 9940, 'sx': 4712, 'x': 423, 'measure': 47, 'barrier': 1}"
0,qftentangled,35,73,"{'cp': 595, 'h': 36, 'measure': 35, 'cx': 34, 'swap': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,840,"{'rz': 2563, 'cx': 2391, 'sx': 1184, 'x': 95, 'measure': 35, 'barrier': 1}"
0,ghz,28,29,"{'measure': 28, 'cx': 27, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,31,"{'measure': 28, 'cx': 27, 'rz': 2, 'sx': 1, 'barrier': 1}"
0,ae,14,78,"{'cp': 78, 'cx': 26, 'u': 14, 'measure': 14, 'u2': 13, 'u3': 13, 'h': 13, 'barrier': 1}",-1,-1,{},16,392,"{'rz': 447, 'cx': 323, 'sx': 220, 'x': 20, 'measure': 14, 'barrier': 1}",27,403,"{'rz': 422, 'cx': 362, 'sx': 186, 'x': 15, 'measure': 14, 'barrier': 1}",127,383,"{'rz': 479, 'cx': 307, 'sx': 256, 'measure': 14, 'x': 7, 'barrier': 1}"
0,qpeinexact,46,137,"{'cp': 1035, 'h': 90, 'measure': 45, 'swap': 22, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2164,"{'cx': 5240, 'rz': 3707, 'sx': 1205, 'x': 147, 'measure': 45, 'barrier': 1}"
0,qftentangled,13,29,"{'cp': 78, 'h': 14, 'measure': 13, 'cx': 12, 'swap': 6, 'barrier': 1}",-1,-1,{},16,244,"{'cx': 405, 'rz': 293, 'sx': 62, 'measure': 13, 'x': 10, 'barrier': 1}",27,329,"{'cx': 421, 'rz': 325, 'sx': 114, 'measure': 13, 'x': 12, 'barrier': 1}",127,323,"{'cx': 427, 'rz': 310, 'sx': 90, 'x': 21, 'measure': 13, 'barrier': 1}"
0,su2random,11,46,"{'cx': 165, 'u3': 44, 'measure': 11, 'barrier': 1}",-1,-1,{},16,394,"{'cx': 543, 'rz': 188, 'sx': 154, 'measure': 11, 'x': 2, 'barrier': 1}",27,248,"{'cx': 396, 'rz': 281, 'sx': 206, 'x': 14, 'measure': 11, 'barrier': 1}",127,268,"{'cx': 370, 'rz': 349, 'sx': 255, 'x': 12, 'measure': 11, 'barrier': 1}"
0,qft,34,69,"{'cp': 561, 'h': 34, 'measure': 34, 'swap': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1180,"{'cx': 2757, 'rz': 2016, 'sx': 622, 'x': 117, 'measure': 34, 'barrier': 1}"
0,dj,46,48,"{'u2': 47, 'cx': 45, 'measure': 45, 'h': 44, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,190,"{'rz': 174, 'cx': 147, 'sx': 95, 'measure': 45, 'x': 5, 'barrier': 1}"
0,qpeexact,41,122,"{'cp': 820, 'h': 80, 'measure': 40, 'swap': 20, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1199,"{'cx': 3691, 'rz': 3161, 'sx': 1247, 'x': 104, 'measure': 40, 'barrier': 1}"
0,random,32,391,"{'cx': 677, 'u2': 332, 'cu1': 285, 'u1': 185, 'h': 176, 'ry': 132, 'u3': 103, 'ccx': 54, 'rx': 45, 'rzz': 34, 'rz': 34, 's': 33, 'cu3': 33, 'measure': 32, 't': 29, 'tdg': 28, 'crz': 26, 'crx': 24, 'ch': 24, 'cy': 23, 'x': 21, 'swap': 21, 'cswap': 21, 'rxx': 20, 'cz': 20, 'p': 19, 'cry': 19, 'sx': 18, 'cp': 17, 'sdg': 15, 'y': 8, 'sxdg': 7, 'u': 6, 'z': 5, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,3831,"{'cx': 9790, 'rz': 4667, 'sx': 2120, 'x': 194, 'measure': 32, 'barrier': 1}"
0,su2random,38,154,"{'cx': 2109, 'u3': 152, 'measure': 38, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1636,"{'cx': 6744, 'rz': 2196, 'sx': 1473, 'x': 74, 'measure': 38, 'barrier': 1}"
0,dj,31,33,"{'h': 32, 'cx': 30, 'measure': 30, 'u2': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,124,"{'rz': 116, 'cx': 91, 'sx': 64, 'measure': 30, 'x': 4, 'barrier': 1}"
0,qft,19,39,"{'cp': 171, 'h': 19, 'measure': 19, 'swap': 9, 'barrier': 1}",-1,-1,{},-1,-1,{},27,532,"{'cx': 838, 'rz': 685, 'sx': 215, 'x': 26, 'measure': 19, 'barrier': 1}",127,491,"{'cx': 855, 'rz': 671, 'sx': 201, 'x': 35, 'measure': 19, 'barrier': 1}"
0,qnn,15,145,"{'cx': 434, 'p': 210, 'u2': 30, 'ry': 30, 'measure': 15, 'barrier': 1}",-1,-1,{},16,491,"{'cx': 887, 'rz': 617, 'sx': 277, 'x': 33, 'measure': 15, 'barrier': 1}",27,512,"{'cx': 865, 'rz': 690, 'sx': 330, 'x': 41, 'measure': 15, 'barrier': 1}",127,466,"{'cx': 887, 'rz': 623, 'sx': 273, 'x': 42, 'measure': 15, 'barrier': 1}"
0,realamprandom,3,14,"{'ry': 12, 'cx': 9, 'measure': 3, 'barrier': 1}",7,43,"{'rz': 26, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",16,42,"{'rz': 29, 'sx': 27, 'cx': 17, 'measure': 3, 'barrier': 1}",27,42,"{'rz': 28, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",127,42,"{'rz': 29, 'sx': 27, 'cx': 17, 'measure': 3, 'barrier': 1}"
0,su2random,23,94,"{'cx': 759, 'u3': 92, 'measure': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},27,846,"{'cx': 2444, 'rz': 846, 'sx': 607, 'x': 40, 'measure': 23, 'barrier': 1}",127,551,"{'cx': 1875, 'rz': 793, 'sx': 575, 'x': 42, 'measure': 23, 'barrier': 1}"
0,qpeinexact,40,119,"{'cp': 780, 'h': 78, 'measure': 39, 'swap': 19, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1663,"{'cx': 3913, 'rz': 2874, 'sx': 913, 'x': 124, 'measure': 39, 'barrier': 1}"
0,random,4,28,"{'cx': 12, 'u2': 10, 'ry': 6, 'u1': 4, 'u3': 4, 'measure': 4, 'h': 2, 'tdg': 1, 't': 1, 'ccx': 1, 'rzz': 1, 'rx': 1, 'crx': 1, 'cu1': 1, 'cu3': 1, 'barrier': 1}",7,81,"{'rz': 65, 'sx': 37, 'cx': 35, 'x': 4, 'measure': 4, 'barrier': 1}",16,80,"{'rz': 65, 'sx': 37, 'cx': 35, 'x': 5, 'measure': 4, 'barrier': 1}",27,81,"{'rz': 65, 'sx': 37, 'cx': 35, 'x': 4, 'measure': 4, 'barrier': 1}",127,80,"{'rz': 65, 'sx': 37, 'cx': 35, 'x': 5, 'measure': 4, 'barrier': 1}"
0,realamprandom,23,94,"{'cx': 759, 'ry': 92, 'measure': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},27,753,"{'cx': 2225, 'rz': 836, 'sx': 588, 'x': 39, 'measure': 23, 'barrier': 1}",127,541,"{'cx': 1982, 'rz': 538, 'sx': 389, 'x': 23, 'measure': 23, 'barrier': 1}"
0,qpeinexact,50,149,"{'cp': 1225, 'h': 98, 'measure': 49, 'swap': 24, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1875,"{'cx': 5750, 'rz': 4903, 'sx': 1952, 'x': 147, 'measure': 49, 'barrier': 1}"
0,twolocalrandom,4,18,"{'cx': 18, 'ry': 16, 'measure': 4, 'barrier': 1}",7,65,"{'rz': 35, 'sx': 35, 'cx': 32, 'measure': 4, 'x': 1, 'barrier': 1}",16,54,"{'sx': 32, 'rz': 30, 'cx': 30, 'measure': 4, 'barrier': 1}",27,60,"{'sx': 32, 'cx': 32, 'rz': 30, 'measure': 4, 'barrier': 1}",127,60,"{'sx': 32, 'cx': 32, 'rz': 30, 'measure': 4, 'barrier': 1}"
