subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates
1,ghz,6,7,"{'measure': 6, 'cx': 5, 'h': 1, 'barrier': 1}",7,12,"{'cx': 8, 'measure': 6, 'rz': 2, 'sx': 1, 'barrier': 1}",16,9,"{'measure': 6, 'cx': 5, 'rz': 2, 'sx': 1, 'barrier': 1}",27,9,"{'measure': 6, 'cx': 5, 'rz': 2, 'sx': 1, 'barrier': 1}",127,9,"{'measure': 6, 'cx': 5, 'rz': 2, 'sx': 1, 'barrier': 1}"
1,su2random,24,98,"{'cx': 828, 'u3': 96, 'measure': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},27,989,"{'cx': 2686, 'rz': 839, 'sx': 616, 'x': 39, 'measure': 24, 'barrier': 1}",127,1087,"{'cx': 2618, 'rz': 1313, 'sx': 874, 'x': 54, 'measure': 24, 'barrier': 1}"
2,random,46,583,"{'cx': 1382, 'u2': 674, 'cu1': 515, 'u1': 365, 'h': 302, 'u3': 259, 'ry': 233, 'rx': 164, 'rzz': 104, 'ccx': 86, 'cu3': 85, 't': 71, 'tdg': 70, 's': 67, 'rz': 52, 'crz': 52, 'cry': 51, 'x': 50, 'cy': 48, 'cz': 47, 'cswap': 47, 'measure': 46, 'p': 44, 'crx': 43, 'rxx': 41, 'sx': 40, 'cp': 40, 'ch': 38, 'swap': 34, 'y': 19, 'sdg': 18, 'z': 18, 'u': 12, 'sxdg': 7, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,7301,"{'cx': 24788, 'rz': 9643, 'sx': 4608, 'x': 404, 'measure': 46, 'barrier': 1}"
2,qft,50,101,"{'cp': 1225, 'h': 50, 'measure': 50, 'swap': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1714,"{'cx': 5329, 'rz': 5028, 'sx': 2288, 'x': 137, 'measure': 50, 'barrier': 1}"
2,qftentangled,48,99,"{'cp': 1128, 'h': 49, 'measure': 48, 'cx': 47, 'swap': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1009,"{'cx': 4841, 'rz': 3405, 'sx': 821, 'x': 53, 'measure': 48, 'barrier': 1}"
2,qftentangled,19,41,"{'cp': 171, 'h': 20, 'measure': 19, 'cx': 18, 'swap': 9, 'barrier': 1}",-1,-1,{},-1,-1,{},27,362,"{'cx': 933, 'rz': 530, 'sx': 28, 'measure': 19, 'x': 2, 'barrier': 1}",127,369,"{'cx': 903, 'rz': 604, 'sx': 92, 'measure': 19, 'x': 16, 'barrier': 1}"
2,dj,22,24,"{'h': 22, 'u2': 21, 'cx': 21, 'measure': 21, 'barrier': 1}",-1,-1,{},-1,-1,{},27,87,"{'rz': 81, 'cx': 66, 'sx': 45, 'measure': 21, 'x': 3, 'barrier': 1}",127,93,"{'rz': 81, 'cx': 58, 'sx': 45, 'measure': 21, 'x': 6, 'barrier': 1}"
2,su2random,49,198,"{'cx': 3528, 'u3': 196, 'measure': 49, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2125,"{'cx': 11000, 'rz': 4005, 'sx': 2559, 'x': 232, 'measure': 49, 'barrier': 1}"
2,su2random,8,34,"{'cx': 84, 'u3': 32, 'measure': 8, 'barrier': 1}",-1,-1,{},16,207,"{'cx': 229, 'rz': 112, 'sx': 100, 'measure': 8, 'x': 1, 'barrier': 1}",27,223,"{'cx': 219, 'rz': 102, 'sx': 90, 'measure': 8, 'x': 1, 'barrier': 1}",127,236,"{'cx': 230, 'rz': 142, 'sx': 112, 'measure': 8, 'x': 6, 'barrier': 1}"
2,dj,6,8,"{'u2': 7, 'cx': 5, 'measure': 5, 'h': 4, 'barrier': 1}",7,18,"{'rz': 19, 'sx': 11, 'cx': 9, 'measure': 5, 'barrier': 1}",16,15,"{'rz': 19, 'sx': 11, 'cx': 11, 'measure': 5, 'barrier': 1}",27,17,"{'rz': 19, 'sx': 11, 'cx': 9, 'measure': 5, 'barrier': 1}",127,19,"{'rz': 18, 'sx': 11, 'cx': 11, 'measure': 5, 'barrier': 1}"
2,ae,2,6,"{'cx': 2, 'u': 2, 'measure': 2, 'u2': 1, 'u3': 1, 'h': 1, 'barrier': 1}",7,10,"{'rz': 7, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",16,10,"{'rz': 9, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",27,10,"{'rz': 7, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",127,10,"{'rz': 9, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}"
2,random,10,56,"{'cx': 48, 'u2': 25, 'u3': 15, 'u1': 14, 'h': 11, 'measure': 10, 'cu1': 9, 'rx': 6, 'tdg': 5, 'sx': 5, 'cy': 5, 'swap': 5, 't': 4, 's': 4, 'cu3': 4, 'rxx': 3, 'ry': 3, 'rzz': 3, 'crz': 3, 'ccx': 2, 'rz': 2, 'cz': 2, 'u': 2, 'sxdg': 2, 'ch': 2, 'cswap': 1, 'p': 1, 'cry': 1, 'y': 1, 'cp': 1, 'z': 1, 'sdg': 1, 'barrier': 1}",-1,-1,{},16,339,"{'cx': 324, 'rz': 293, 'sx': 142, 'x': 20, 'measure': 10, 'barrier': 1}",27,365,"{'cx': 345, 'rz': 290, 'sx': 147, 'x': 24, 'measure': 10, 'barrier': 1}",127,266,"{'cx': 327, 'rz': 291, 'sx': 149, 'x': 22, 'measure': 10, 'barrier': 1}"
2,qpeexact,37,110,"{'cp': 666, 'h': 72, 'measure': 36, 'swap': 18, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1323,"{'cx': 3364, 'rz': 2610, 'sx': 849, 'x': 112, 'measure': 36, 'barrier': 1}"
2,qftentangled,10,23,"{'cp': 45, 'h': 11, 'measure': 10, 'cx': 9, 'swap': 5, 'barrier': 1}",-1,-1,{},16,240,"{'cx': 236, 'rz': 169, 'sx': 47, 'measure': 10, 'x': 8, 'barrier': 1}",27,226,"{'cx': 226, 'rz': 183, 'sx': 63, 'x': 13, 'measure': 10, 'barrier': 1}",127,194,"{'cx': 222, 'rz': 198, 'sx': 79, 'x': 13, 'measure': 10, 'barrier': 1}"
3,ghz,32,33,"{'measure': 32, 'cx': 31, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,35,"{'measure': 32, 'cx': 31, 'rz': 2, 'sx': 1, 'barrier': 1}"
3,random,22,203,"{'cx': 213, 'u2': 103, 'cu1': 99, 'u1': 70, 'h': 67, 'u3': 60, 'ry': 37, 'rx': 37, 'rzz': 24, 'ccx': 22, 'measure': 22, 'cu3': 21, 'rz': 20, 'cry': 18, 'swap': 18, 'cswap': 14, 'sx': 12, 'ch': 12, 'tdg': 12, 'cp': 12, 'cz': 11, 'cy': 11, 't': 11, 'p': 9, 'crx': 8, 'rxx': 7, 'sdg': 7, 'crz': 7, 'y': 7, 's': 6, 'x': 6, 'z': 5, 'sxdg': 4, 'u': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1631,"{'cx': 3226, 'rz': 1952, 'sx': 944, 'x': 89, 'measure': 22, 'barrier': 1}",127,1706,"{'cx': 3213, 'rz': 2017, 'sx': 982, 'x': 97, 'measure': 22, 'barrier': 1}"
3,realamprandom,11,46,"{'cx': 165, 'ry': 44, 'measure': 11, 'barrier': 1}",-1,-1,{},16,367,"{'cx': 558, 'rz': 162, 'sx': 132, 'measure': 11, 'x': 3, 'barrier': 1}",27,356,"{'cx': 512, 'rz': 227, 'sx': 170, 'measure': 11, 'x': 10, 'barrier': 1}",127,316,"{'cx': 471, 'rz': 257, 'sx': 192, 'x': 13, 'measure': 11, 'barrier': 1}"
3,qnn,11,105,"{'cx': 230, 'p': 110, 'u2': 22, 'ry': 22, 'measure': 11, 'barrier': 1}",-1,-1,{},16,361,"{'cx': 461, 'rz': 335, 'sx': 155, 'x': 21, 'measure': 11, 'barrier': 1}",27,388,"{'cx': 449, 'rz': 355, 'sx': 163, 'x': 23, 'measure': 11, 'barrier': 1}",127,373,"{'cx': 468, 'rz': 355, 'sx': 162, 'x': 26, 'measure': 11, 'barrier': 1}"
3,qft,24,49,"{'cp': 276, 'h': 24, 'measure': 24, 'swap': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,756,"{'cx': 1315, 'rz': 1150, 'sx': 440, 'x': 40, 'measure': 24, 'barrier': 1}",127,649,"{'cx': 1377, 'rz': 1014, 'sx': 264, 'x': 43, 'measure': 24, 'barrier': 1}"
3,twolocalrandom,9,38,"{'cx': 108, 'ry': 36, 'measure': 9, 'barrier': 1}",-1,-1,{},16,207,"{'cx': 278, 'rz': 139, 'sx': 113, 'measure': 9, 'x': 4, 'barrier': 1}",27,252,"{'cx': 284, 'rz': 191, 'sx': 150, 'measure': 9, 'x': 8, 'barrier': 1}",127,247,"{'cx': 297, 'rz': 156, 'sx': 125, 'measure': 9, 'x': 7, 'barrier': 1}"
3,realamprandom,7,30,"{'cx': 63, 'ry': 28, 'measure': 7, 'barrier': 1}",7,157,"{'cx': 141, 'rz': 114, 'sx': 85, 'measure': 7, 'x': 4, 'barrier': 1}",16,165,"{'cx': 159, 'rz': 99, 'sx': 84, 'measure': 7, 'x': 5, 'barrier': 1}",27,161,"{'cx': 134, 'rz': 127, 'sx': 98, 'measure': 7, 'x': 5, 'barrier': 1}",127,161,"{'cx': 152, 'rz': 99, 'sx': 83, 'measure': 7, 'x': 2, 'barrier': 1}"
3,su2random,30,122,"{'cx': 1305, 'u3': 120, 'measure': 30, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1259,"{'cx': 4245, 'rz': 1147, 'sx': 815, 'x': 43, 'measure': 30, 'barrier': 1}"
3,realamprandom,38,154,"{'cx': 2109, 'ry': 152, 'measure': 38, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1488,"{'cx': 6243, 'rz': 2518, 'sx': 1572, 'x': 180, 'measure': 38, 'barrier': 1}"
3,ae,36,210,"{'cp': 595, 'cx': 70, 'u': 36, 'measure': 36, 'u2': 35, 'u3': 35, 'h': 35, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1368,"{'rz': 2691, 'cx': 2467, 'sx': 1143, 'x': 72, 'measure': 36, 'barrier': 1}"
3,qft,41,83,"{'cp': 820, 'h': 41, 'measure': 41, 'swap': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,986,"{'cx': 3808, 'rz': 3084, 'sx': 997, 'x': 74, 'measure': 41, 'barrier': 1}"
3,qpeinexact,43,128,"{'cp': 903, 'h': 84, 'measure': 42, 'swap': 21, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1780,"{'cx': 4599, 'rz': 3339, 'sx': 1092, 'x': 145, 'measure': 42, 'barrier': 1}"
4,realamprandom,31,126,"{'cx': 1395, 'ry': 124, 'measure': 31, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,926,"{'cx': 3916, 'rz': 1905, 'sx': 1248, 'x': 88, 'measure': 31, 'barrier': 1}"
4,ae,10,54,"{'cp': 36, 'cx': 18, 'u': 10, 'measure': 10, 'u2': 9, 'u3': 9, 'h': 9, 'barrier': 1}",-1,-1,{},16,243,"{'rz': 204, 'cx': 153, 'sx': 95, 'measure': 10, 'x': 6, 'barrier': 1}",27,239,"{'rz': 205, 'cx': 151, 'sx': 90, 'measure': 10, 'x': 9, 'barrier': 1}",127,240,"{'rz': 211, 'cx': 151, 'sx': 90, 'measure': 10, 'x': 8, 'barrier': 1}"
4,ghz,2,3,"{'measure': 2, 'h': 1, 'cx': 1, 'barrier': 1}",7,5,"{'rz': 2, 'measure': 2, 'sx': 1, 'cx': 1, 'barrier': 1}",16,5,"{'rz': 2, 'measure': 2, 'sx': 1, 'cx': 1, 'barrier': 1}",27,5,"{'rz': 2, 'measure': 2, 'sx': 1, 'cx': 1, 'barrier': 1}",127,5,"{'rz': 2, 'measure': 2, 'sx': 1, 'cx': 1, 'barrier': 1}"
4,random,48,601,"{'cx': 1440, 'u2': 714, 'cu1': 554, 'u1': 391, 'h': 361, 'ry': 244, 'u3': 239, 'rx': 168, 'cu3': 120, 'rzz': 114, 'ccx': 96, 's': 82, 't': 76, 'rz': 73, 'tdg': 70, 'crz': 62, 'cry': 60, 'crx': 59, 'x': 54, 'p': 52, 'swap': 50, 'measure': 48, 'cp': 47, 'cz': 45, 'ch': 43, 'sx': 42, 'rxx': 42, 'cswap': 40, 'cy': 32, 'y': 25, 'z': 20, 'u': 18, 'sdg': 17, 'sxdg': 15, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,8306,"{'cx': 27345, 'rz': 10215, 'sx': 4832, 'x': 421, 'measure': 48, 'barrier': 1}"
4,qpeinexact,32,95,"{'cp': 496, 'h': 62, 'measure': 31, 'swap': 15, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1207,"{'cx': 2835, 'rz': 1874, 'sx': 533, 'x': 63, 'measure': 31, 'barrier': 1}"
4,qpeinexact,16,47,"{'cp': 120, 'h': 30, 'measure': 15, 'swap': 7, 'x': 1, 'barrier': 1}",-1,-1,{},16,489,"{'cx': 652, 'rz': 506, 'sx': 152, 'x': 16, 'measure': 15, 'barrier': 1}",27,502,"{'cx': 636, 'rz': 503, 'sx': 147, 'x': 24, 'measure': 15, 'barrier': 1}",127,503,"{'cx': 587, 'rz': 494, 'sx': 142, 'x': 22, 'measure': 15, 'barrier': 1}"
4,su2random,26,106,"{'cx': 975, 'u3': 104, 'measure': 26, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1222,"{'cx': 3435, 'rz': 1164, 'sx': 813, 'x': 54, 'measure': 26, 'barrier': 1}",127,944,"{'cx': 2935, 'rz': 1128, 'sx': 785, 'x': 61, 'measure': 26, 'barrier': 1}"
4,dj,34,36,"{'h': 36, 'cx': 33, 'measure': 33, 'u2': 31, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,143,"{'rz': 126, 'cx': 125, 'sx': 70, 'measure': 33, 'x': 3, 'barrier': 1}"
4,realamprandom,20,82,"{'cx': 570, 'ry': 80, 'measure': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,487,"{'cx': 1316, 'rz': 868, 'sx': 606, 'x': 56, 'measure': 20, 'barrier': 1}",127,681,"{'cx': 1819, 'rz': 593, 'sx': 430, 'x': 23, 'measure': 20, 'barrier': 1}"
4,twolocalrandom,3,14,"{'ry': 12, 'cx': 9, 'measure': 3, 'barrier': 1}",7,42,"{'rz': 28, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",16,42,"{'sx': 27, 'rz': 27, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",27,44,"{'sx': 24, 'rz': 24, 'cx': 19, 'measure': 3, 'barrier': 1}",127,38,"{'sx': 24, 'rz': 24, 'cx': 17, 'measure': 3, 'barrier': 1}"
4,qpeexact,50,149,"{'cp': 1225, 'h': 98, 'measure': 49, 'swap': 24, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2149,"{'cx': 6093, 'rz': 4431, 'sx': 1504, 'x': 185, 'measure': 49, 'barrier': 1}"
4,realamprandom,25,102,"{'cx': 900, 'ry': 100, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,945,"{'cx': 3044, 'rz': 1077, 'sx': 770, 'x': 56, 'measure': 25, 'barrier': 1}",127,831,"{'cx': 2638, 'rz': 1011, 'sx': 684, 'x': 88, 'measure': 25, 'barrier': 1}"
5,qpeexact,7,16,"{'cp': 19, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,104,"{'rz': 85, 'cx': 82, 'sx': 26, 'measure': 6, 'x': 4, 'barrier': 1}",16,99,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 3, 'barrier': 1}",27,99,"{'rz': 76, 'cx': 76, 'sx': 23, 'measure': 6, 'x': 4, 'barrier': 1}",127,98,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 2, 'barrier': 1}"
5,dj,29,31,"{'h': 30, 'cx': 28, 'measure': 28, 'u2': 27, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,119,"{'rz': 109, 'cx': 78, 'sx': 61, 'measure': 28, 'x': 5, 'barrier': 1}"
5,qpeinexact,50,149,"{'cp': 1225, 'h': 98, 'measure': 49, 'swap': 24, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1875,"{'cx': 5750, 'rz': 4903, 'sx': 1952, 'x': 147, 'measure': 49, 'barrier': 1}"
5,qft,30,61,"{'cp': 435, 'h': 30, 'measure': 30, 'swap': 15, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,707,"{'cx': 1950, 'rz': 1922, 'sx': 830, 'x': 74, 'measure': 30, 'barrier': 1}"
5,su2random,31,126,"{'cx': 1395, 'u3': 124, 'measure': 31, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,888,"{'cx': 3951, 'rz': 1477, 'sx': 961, 'x': 102, 'measure': 31, 'barrier': 1}"
5,qftentangled,23,49,"{'cp': 253, 'h': 24, 'measure': 23, 'cx': 22, 'swap': 11, 'barrier': 1}",-1,-1,{},-1,-1,{},27,470,"{'cx': 1332, 'rz': 787, 'sx': 64, 'measure': 23, 'x': 9, 'barrier': 1}",127,541,"{'cx': 1319, 'rz': 896, 'sx': 168, 'measure': 23, 'x': 16, 'barrier': 1}"
5,twolocalrandom,28,114,"{'cx': 1134, 'ry': 112, 'measure': 28, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,780,"{'rz': 2654, 'cx': 2588, 'sx': 1715, 'x': 157, 'measure': 28, 'barrier': 1}"
5,qnn,14,135,"{'cx': 377, 'p': 182, 'u2': 28, 'ry': 28, 'measure': 14, 'barrier': 1}",-1,-1,{},16,458,"{'cx': 770, 'rz': 522, 'sx': 221, 'x': 35, 'measure': 14, 'barrier': 1}",27,505,"{'cx': 794, 'rz': 482, 'sx': 193, 'x': 35, 'measure': 14, 'barrier': 1}",127,467,"{'cx': 742, 'rz': 572, 'sx': 260, 'x': 38, 'measure': 14, 'barrier': 1}"
5,qpeinexact,18,53,"{'cp': 153, 'h': 34, 'measure': 17, 'swap': 8, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,521,"{'cx': 839, 'rz': 599, 'sx': 144, 'x': 24, 'measure': 17, 'barrier': 1}",127,593,"{'cx': 832, 'rz': 659, 'sx': 207, 'x': 31, 'measure': 17, 'barrier': 1}"
